Tahun,Komoditas,Kecamatan,Produksi (Ton),Jenis Komoditas,Kode,Luas Panen (Ha),No Kecamatan,Nomor,Rata-Rata Produksi (Ton/Ha)
2022,Kacang Tanah,Sumpiuh,3.6,Tanaman Pangan,330207,2,7,1078,1.8
2022,Kacang Tanah,Tambak,13.6,Tanaman Pangan,330208,8,8,1079,1.7
2022,Kacang Tanah,Somagede,27,Tanaman Pangan,330209,15,9,1076,1.8
2022,Kacang Tanah,Kalibagor,1924.2,Tanaman Pangan,330210,614,10,1060,3.133876221
2022,Kacang Tanah,Banyumas,25.84,Tanaman Pangan,330211,17,11,1055,1.52
2022,Kacang Tanah,Patikraja,63.6,Tanaman Pangan,330212,32,12,1067,1.9875
2022,Kacang Tanah,Purwojati,101.3,Tanaman Pangan,330213,53,13,1069,1.911320755
2022,Kacang Tanah,Ajibarang,92.6,Tanaman Pangan,330214,47,14,1054,1.970212766
2022,Kacang Tanah,Gumelar,13.5,Tanaman Pangan,330215,9,15,1058,1.5
2022,Kacang Tanah,Pekuncen,15.6,Tanaman Pangan,330216,8,16,1068,1.95
2022,Kacang Tanah,Cilongok,83.3,Tanaman Pangan,330217,53,17,1057,1.571698113
2022,Kacang Tanah,Karanglewas,101.2,Tanaman Pangan,330218,46,18,1061,2.2
2022,Kacang Tanah,Sokaraja,0,Tanaman Pangan,330219,0,19,1075,0
2022,Kacang Tanah,Kembaran,399.3,Tanaman Pangan,330220,172,20,1064,2.321511628
2022,Kacang Tanah,Sumbang,52.45,Tanaman Pangan,330221,23,21,1077,2.280434783
2022,Kacang Tanah,Baturraden,4.3,Tanaman Pangan,330222,3,22,1056,1.433333333
2022,Kacang Tanah,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1063,0
2022,Kacang Tanah,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,1071,0
2022,Kacang Tanah,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1070,0
2022,Kacang Tanah,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1072,0
2022,Kacang Tanah,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1073,0
2022,Kedelai,Lumbir,3.9,Tanaman Pangan,330201,3,1,1012,1.3
2022,Kedelai,Wangon,30,Tanaman Pangan,330202,20,2,1026,1.5
2022,Kedelai,Jatilawang,72.7,Tanaman Pangan,330203,49,3,1005,1.483673469
2022,Kedelai,Rawalo,0,Tanaman Pangan,330204,0,4,1020,0
2022,Kedelai,Kebasen,136.5,Tanaman Pangan,330205,86,5,1008,1.587209302
2022,Kedelai,Kemranjen,0,Tanaman Pangan,330206,0,6,1011,0
2022,Kedelai,Sumpiuh,0,Tanaman Pangan,330207,0,7,1024,0
2022,Kedelai,Tambak,48,Tanaman Pangan,330208,33,8,1025,1.454545455
2022,Kedelai,Somagede,19,Tanaman Pangan,330209,15,9,1022,1.266666667
2022,Kedelai,Kalibagor,0,Tanaman Pangan,330210,0,10,1006,0
2022,Kedelai,Banyumas,68.5,Tanaman Pangan,330211,45,11,1001,1.522222222
2022,Kedelai,Patikraja,2.8,Tanaman Pangan,330212,2,12,1013,1.4
2022,Kedelai,Purwojati,21.9,Tanaman Pangan,330213,16,13,1015,1.36875
2022,Kedelai,Gumelar,3.6,Tanaman Pangan,330215,3,15,1004,1.2
2022,Kedelai,Pekuncen,0,Tanaman Pangan,330216,0,16,1014,0
2022,Kedelai,Cilongok,0,Tanaman Pangan,330217,0,17,1003,0
2022,Kedelai,Karanglewas,0,Tanaman Pangan,330218,0,18,1007,0
2022,Kedelai,Sokaraja,0,Tanaman Pangan,330219,0,19,1021,0
2022,Kedelai,Kembaran,18.3,Tanaman Pangan,330220,12,20,1010,1.525
2022,Kedelai,Sumbang,0,Tanaman Pangan,330221,0,21,1023,0
2022,Kedelai,Baturraden,0,Tanaman Pangan,330222,0,22,1002,0
2022,Kedelai,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1009,0
2022,Kedelai,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,1017,0
2022,Kedelai,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1016,0
2022,Kedelai,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1018,0
2022,Kedelai,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1019,0
2023,Jagung,Lumbir,437.729999,Tanaman Pangan,330201,98,1,1093,4.466632643
2023,Jagung,Wangon,71.199999,Tanaman Pangan,330202,16,2,1107,4.449999938
2023,Jagung,Jatilawang,413.09,Tanaman Pangan,330203,79,3,1086,5.228987342
2023,Jagung,Rawalo,256.45,Tanaman Pangan,330204,58,4,1101,4.421551724
2023,Jagung,Kebasen,234,Tanaman Pangan,330205,52,5,1089,4.5
2023,Jagung,Kemranjen,0,Tanaman Pangan,330206,0,6,1092,0
2023,Jagung,Sumpiuh,0,Tanaman Pangan,330207,0,7,1105,0
2023,Jagung,Tambak,0,Tanaman Pangan,330208,0,8,1106,0
2023,Jagung,Somagede,269.533333,Tanaman Pangan,330209,46,9,1103,5.859420283
2023,Jagung,Kalibagor,1781.55,Tanaman Pangan,330210,321,10,1087,5.55
2023,Jagung,Banyumas,239.1999,Tanaman Pangan,330211,52,11,1082,4.599998077
2023,Jagung,Patikraja,90.79999,Tanaman Pangan,330212,20,12,1094,4.5399995
2023,Jagung,Purwojati,26.04444,Tanaman Pangan,330213,5.5,13,1096,4.735352727
2023,Jagung,Ajibarang,125.88,Tanaman Pangan,330214,23,14,1081,5.473043478
2023,Jagung,Gumelar,1603.8,Tanaman Pangan,330215,297,15,1085,5.4
2023,Jagung,Pekuncen,140.49,Tanaman Pangan,330216,24,16,1095,5.85375
2023,Jagung,Cilongok,604.8,Tanaman Pangan,330217,112,17,1084,5.4
2023,Jagung,Karanglewas,164.43,Tanaman Pangan,330218,27,18,1088,6.09
2023,Jagung,Sokaraja,48.23,Tanaman Pangan,330219,7,19,1102,6.89
2023,Jagung,Kembaran,9682.4,Tanaman Pangan,330220,1274,20,1091,7.6
2023,Jagung,Sumbang,11599.68,Tanaman Pangan,330221,1686,21,1104,6.88
2023,Jagung,Baturraden,556.38,Tanaman Pangan,330222,99,22,1083,5.62
2023,Jagung,Kedungbanteng,345,Tanaman Pangan,330223,75,23,1090,4.6
2023,Jagung,Purwokerto Selatan,6.75,Tanaman Pangan,330224,1.5,24,1098,4.5
2023,Jagung,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1097,0
2023,Jagung,Purwokerto Timur,348.48,Tanaman Pangan,330226,68,26,1099,5.124705882
2023,Jagung,Purwokerto Utara,346.8,Tanaman Pangan,330227,68,27,1100,5.1
2023,Kacang Hijau,Lumbir,55.8,Tanaman Pangan,330201,62,1,1120,0.9
2023,Kacang Hijau,Wangon,23.75,Tanaman Pangan,330202,25,2,1134,0.95
2023,Kacang Hijau,Jatilawang,572.13,Tanaman Pangan,330203,489,3,1113,1.17
2023,Kacang Hijau,Rawalo,26.57,Tanaman Pangan,330204,30,4,1128,0.885666667
2023,Kacang Hijau,Kebasen,6.3,Tanaman Pangan,330205,7,5,1116,0.9
2023,Kacang Hijau,Kemranjen,0,Tanaman Pangan,330206,0,6,1119,0
2023,Kacang Hijau,Sumpiuh,0,Tanaman Pangan,330207,0,7,1132,0
2023,Kacang Hijau,Tambak,14.25,Tanaman Pangan,330208,15,8,1133,0.95
2023,Kacang Hijau,Somagede,0,Tanaman Pangan,330209,0,9,1130,0
2023,Kacang Hijau,Kalibagor,0,Tanaman Pangan,330210,0,10,1114,0
2023,Kacang Hijau,Banyumas,4.98,Tanaman Pangan,330211,6,11,1109,0.83
2023,Kacang Hijau,Patikraja,7.6,Tanaman Pangan,330212,9,12,1121,0.844444444
2023,Kacang Hijau,Purwojati,4,Tanaman Pangan,330213,5,13,1123,0.8
2023,Kacang Hijau,Ajibarang,3.12,Tanaman Pangan,330214,4,14,1108,0.78
2023,Kacang Hijau,Gumelar,0,Tanaman Pangan,330215,0,15,1112,0
2023,Kacang Hijau,Pekuncen,0,Tanaman Pangan,330216,0,16,1122,0
2023,Kacang Hijau,Cilongok,0,Tanaman Pangan,330217,0,17,1111,0
2023,Kacang Hijau,Karanglewas,0,Tanaman Pangan,330218,0,18,1115,0
2023,Kacang Hijau,Sokaraja,0,Tanaman Pangan,330219,0,19,1129,0
2023,Kacang Hijau,Kembaran,0,Tanaman Pangan,330220,0,20,1118,0
2023,Kacang Hijau,Sumbang,0,Tanaman Pangan,330221,0,21,1131,0
2023,Kacang Hijau,Baturraden,0,Tanaman Pangan,330222,0,22,1110,0
2023,Kacang Hijau,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1117,0
2023,Kacang Hijau,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,1125,0
2023,Kacang Hijau,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1124,0
2023,Kacang Hijau,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1126,0
2023,Kacang Hijau,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1127,0
2023,Kacang Tanah,Lumbir,204.75,Tanaman Pangan,330201,105,1,1147,1.95
2023,Kacang Tanah,Wangon,8.8,Tanaman Pangan,330202,4,2,1161,2.2
2023,Kacang Tanah,Jatilawang,15.56,Tanaman Pangan,330203,8,3,1140,1.945
2023,Kacang Tanah,Rawalo,16.64,Tanaman Pangan,330204,11,4,1155,1.512727273
2023,Kacang Tanah,Kebasen,132.53,Tanaman Pangan,330205,57,5,1143,2.325087719
2023,Kacang Tanah,Kemranjen,10.2,Tanaman Pangan,330206,6,6,1146,1.7
2023,Kacang Tanah,Sumpiuh,0,Tanaman Pangan,330207,0,7,1159,0
2023,Kacang Tanah,Tambak,27.2,Tanaman Pangan,330208,16,8,1160,1.7
2023,Kacang Tanah,Somagede,27,Tanaman Pangan,330209,15,9,1157,1.8
2023,Kacang Tanah,Kalibagor,1958.8,Tanaman Pangan,330210,664,10,1141,2.95
2023,Kacang Tanah,Banyumas,28.88,Tanaman Pangan,330211,19,11,1136,1.52
2023,Kacang Tanah,Patikraja,19.88,Tanaman Pangan,330212,10,12,1148,1.988
2023,Kacang Tanah,Purwojati,0,Tanaman Pangan,330213,0,13,1150,0
2023,Kacang Tanah,Ajibarang,48.4,Tanaman Pangan,330214,22,14,1135,2.2
2023,Kacang Tanah,Gumelar,7.5,Tanaman Pangan,330215,5,15,1139,1.5
2023,Kacang Tanah,Pekuncen,15.6,Tanaman Pangan,330216,8,16,1149,1.95
2023,Kacang Tanah,Cilongok,66.01,Tanaman Pangan,330217,42,17,1138,1.571666667
2023,Kacang Tanah,Karanglewas,112.2,Tanaman Pangan,330218,51,18,1142,2.2
2023,Kacang Tanah,Sokaraja,0,Tanaman Pangan,330219,0,19,1156,0
2023,Kacang Tanah,Kembaran,513.99,Tanaman Pangan,330220,197,20,1145,2.609086294
2023,Kacang Tanah,Sumbang,50.17,Tanaman Pangan,330221,22,21,1158,2.280454545
2023,Kacang Tanah,Baturraden,8.6,Tanaman Pangan,330222,6,22,1137,1.433333333
2023,Kacang Tanah,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1144,0
2023,Kacang Tanah,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,1152,0
2023,Kacang Tanah,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1151,0
2023,Kacang Tanah,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1153,0
2023,Kacang Tanah,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1154,0
2023,Kedelai,Lumbir,97.96,Tanaman Pangan,330201,62,1,1174,1.58
2023,Kedelai,Wangon,127.5,Tanaman Pangan,330202,75,2,1188,1.7
2023,Kedelai,Jatilawang,283.5,Tanaman Pangan,330203,162,3,1167,1.75
2023,Kedelai,Rawalo,31.35,Tanaman Pangan,330204,19,4,1182,1.65
2023,Kedelai,Kebasen,436.14,Tanaman Pangan,330205,242,5,1170,1.802231405
2023,Kedelai,Kemranjen,0,Tanaman Pangan,330206,0,6,1173,0
2023,Kedelai,Sumpiuh,0,Tanaman Pangan,330207,0,7,1186,0
2023,Kedelai,Tambak,149.64,Tanaman Pangan,330208,87,8,1187,1.72
2023,Kedelai,Somagede,76.05,Tanaman Pangan,330209,45,9,1184,1.69
2023,Kedelai,Kalibagor,0,Tanaman Pangan,330210,0,10,1168,0
2023,Kedelai,Banyumas,219.24,Tanaman Pangan,330211,126,11,1163,1.74
2023,Kedelai,Patikraja,85.8,Tanaman Pangan,330212,52,12,1175,1.65
2023,Kedelai,Purwojati,321.64,Tanaman Pangan,330213,187,13,1177,1.72
2023,Kedelai,Ajibarang,198.9,Tanaman Pangan,330214,117,14,1162,1.7
2023,Kedelai,Gumelar,62.32,Tanaman Pangan,330215,38,15,1166,1.64
2023,Kedelai,Pekuncen,0,Tanaman Pangan,330216,0,16,1176,0
2023,Kedelai,Cilongok,16,Tanaman Pangan,330217,10,17,1165,1.6
2023,Kedelai,Karanglewas,32,Tanaman Pangan,330218,20,18,1169,1.6
2023,Kedelai,Sokaraja,16.16,Tanaman Pangan,330219,10,19,1183,1.616
2023,Kedelai,Kembaran,54.4,Tanaman Pangan,330220,32,20,1172,1.7
2023,Kedelai,Sumbang,0,Tanaman Pangan,330221,0,21,1185,0
2023,Kedelai,Baturraden,0,Tanaman Pangan,330222,0,22,1164,0
2023,Kedelai,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1171,0
2023,Kedelai,Purwokerto Selatan,1.6,Tanaman Pangan,330224,1,24,1179,1.6
2023,Kedelai,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1178,0
2023,Kedelai,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1180,0
2023,Kedelai,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1181,0
2023,Padi Ladang,Lumbir,302.6,Tanaman Pangan,330201,68,1,1201,4.45
2023,Padi Ladang,Wangon,60.9,Tanaman Pangan,330202,14,2,1215,4.35
2023,Padi Ladang,Jatilawang,0,Tanaman Pangan,330203,0,3,1194,0
2023,Padi Ladang,Rawalo,0,Tanaman Pangan,330204,0,4,1209,0
2023,Padi Ladang,Kebasen,130,Tanaman Pangan,330205,29,5,1197,4.482758621
2023,Padi Ladang,Kemranjen,0,Tanaman Pangan,330206,0,6,1200,0
2023,Padi Ladang,Sumpiuh,0,Tanaman Pangan,330207,0,7,1213,0
2023,Padi Ladang,Tambak,0,Tanaman Pangan,330208,0,8,1214,0
2023,Padi Ladang,Somagede,0,Tanaman Pangan,330209,0,9,1211,0
2023,Padi Ladang,Kalibagor,369.6,Tanaman Pangan,330210,84,10,1195,4.4
2023,Padi Ladang,Banyumas,0,Tanaman Pangan,330211,0,11,1190,0
2023,Padi Ladang,Patikraja,0,Tanaman Pangan,330212,0,12,1202,0
2023,Padi Ladang,Purwojati,0,Tanaman Pangan,330213,0,13,1204,0
2023,Padi Ladang,Ajibarang,30.14,Tanaman Pangan,330214,7,14,1189,4.305714286
2023,Padi Ladang,Gumelar,0,Tanaman Pangan,330215,0,15,1193,0
2023,Padi Ladang,Pekuncen,0,Tanaman Pangan,330216,0,16,1203,0
2023,Padi Ladang,Cilongok,0,Tanaman Pangan,330217,0,17,1192,0
2023,Padi Ladang,Karanglewas,0,Tanaman Pangan,330218,0,18,1196,0
2023,Padi Ladang,Sokaraja,0,Tanaman Pangan,330219,0,19,1210,0
2023,Padi Ladang,Kembaran,0,Tanaman Pangan,330220,0,20,1199,0
2023,Padi Ladang,Sumbang,0,Tanaman Pangan,330221,0,21,1212,0
2023,Padi Ladang,Baturraden,0,Tanaman Pangan,330222,0,22,1191,0
2023,Padi Ladang,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1198,0
2023,Padi Ladang,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,1206,0
2023,Padi Ladang,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1205,0
2023,Padi Ladang,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1207,0
2023,Padi Ladang,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1208,0
2023,Padi Sawah,Lumbir,12001.48,Tanaman Pangan,330201,2114,1,1228,5.677142857
2023,Padi Sawah,Wangon,18344.14,Tanaman Pangan,330202,3066,2,1242,5.983085453
2023,Padi Sawah,Jatilawang,21766.8,Tanaman Pangan,330203,3298,3,1221,6.6
2023,Padi Sawah,Rawalo,16066,Tanaman Pangan,330204,2770,4,1236,5.8
2023,Padi Sawah,Kebasen,12788.9,Tanaman Pangan,330205,1938,5,1224,6.599019608
2023,Padi Sawah,Kemranjen,23031.45,Tanaman Pangan,330206,3627,6,1227,6.35
2023,Padi Sawah,Sumpiuh,21042.91,Tanaman Pangan,330207,3243,7,1240,6.488717237
2023,Padi Sawah,Tambak,21964.8,Tanaman Pangan,330208,3432,8,1241,6.4
2023,Padi Sawah,Somagede,6447.84,Tanaman Pangan,330209,1080,9,1238,5.970222222
2023,Padi Sawah,Kalibagor,10867.08,Tanaman Pangan,330210,1779,10,1222,6.108532884
2023,Padi Sawah,Banyumas,6472.54,Tanaman Pangan,330211,1113,11,1217,5.815399820
2023,Padi Sawah,Patikraja,13076,Tanaman Pangan,330212,2335,12,1229,5.6
2023,Padi Sawah,Purwojati,11256,Tanaman Pangan,330213,2010,13,1231,5.6
2023,Padi Sawah,Ajibarang,15834.5,Tanaman Pangan,330214,2879,14,1216,5.5
2023,Padi Sawah,Gumelar,12562,Tanaman Pangan,330215,2284,15,1220,5.5
2023,Padi Sawah,Pekuncen,20176.96,Tanaman Pangan,330216,3709,16,1230,5.44
2023,Padi Sawah,Cilongok,28450.4,Tanaman Pangan,330217,5041,17,1219,5.643800833
2023,Padi Sawah,Karanglewas,13051.35,Tanaman Pangan,330218,2231,18,1223,5.85
2023,Padi Sawah,Sokaraja,18916.1,Tanaman Pangan,330219,3101,19,1237,6.1
2023,Padi Sawah,Kembaran,18897.2,Tanaman Pangan,330220,3176,20,1226,5.95
2023,Padi Sawah,Sumbang,17979.5,Tanaman Pangan,330221,3269,21,1239,5.5
2023,Padi Sawah,Baturraden,10556.4,Tanaman Pangan,330222,1852,22,1218,5.7
2023,Padi Sawah,Kedungbanteng,17446,Tanaman Pangan,330223,3172,23,1225,5.5
2023,Padi Sawah,Purwokerto Selatan,1983.8,Tanaman Pangan,330224,364,24,1233,5.45
2023,Padi Sawah,Purwokerto Barat,1380.09,Tanaman Pangan,330225,257,25,1232,5.37
2023,Padi Sawah,Purwokerto Timur,1018.15,Tanaman Pangan,330226,188,26,1234,5.415691489
2023,Padi Sawah,Purwokerto Utara,1239.7,Tanaman Pangan,330227,253,27,1235,4.9
2023,Ubi Jalar,Lumbir,46.5,Tanaman Pangan,330201,3,1,1255,15.5
2023,Ubi Jalar,Wangon,0,Tanaman Pangan,330202,0,2,1269,0
2023,Ubi Jalar,Jatilawang,0,Tanaman Pangan,330203,0,3,1248,0
2023,Ubi Jalar,Rawalo,0,Tanaman Pangan,330204,0,4,1263,0
2023,Ubi Jalar,Kebasen,0,Tanaman Pangan,330205,0,5,1251,0
2023,Ubi Jalar,Kemranjen,32.711111111,Tanaman Pangan,330206,2,6,1254,16.355555556
2023,Ubi Jalar,Sumpiuh,30.8,Tanaman Pangan,330207,2,7,1267,15.4
2023,Ubi Jalar,Tambak,0,Tanaman Pangan,330208,0,8,1268,0
2023,Ubi Jalar,Somagede,0,Tanaman Pangan,330209,0,9,1265,0
2023,Ubi Jalar,Kalibagor,0,Tanaman Pangan,330210,0,10,1249,0
2023,Ubi Jalar,Banyumas,0,Tanaman Pangan,330211,0,11,1244,0
2023,Ubi Jalar,Patikraja,17.5,Tanaman Pangan,330212,1,12,1256,17.5
2023,Ubi Jalar,Purwojati,0,Tanaman Pangan,330213,0,13,1258,0
2023,Ubi Jalar,Ajibarang,471.25555,Tanaman Pangan,330214,26,14,1243,18.125213462
2023,Ubi Jalar,Gumelar,0,Tanaman Pangan,330215,0,15,1247,0
2023,Ubi Jalar,Pekuncen,98.4,Tanaman Pangan,330216,6,16,1257,16.4
2023,Ubi Jalar,Cilongok,645.62,Tanaman Pangan,330217,39,17,1246,16.554358974
2023,Ubi Jalar,Karanglewas,50.1,Tanaman Pangan,330218,3,18,1250,16.7
2023,Ubi Jalar,Sokaraja,0,Tanaman Pangan,330219,0,19,1264,0
2023,Ubi Jalar,Kembaran,18.25,Tanaman Pangan,330220,1,20,1253,18.25
2023,Ubi Jalar,Sumbang,103.2,Tanaman Pangan,330221,6,21,1266,17.2
2023,Ubi Jalar,Baturraden,63,Tanaman Pangan,330222,3,22,1245,21
2023,Ubi Jalar,Kedungbanteng,0,Tanaman Pangan,330223,0,23,1252,0
2023,Ubi Jalar,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,1260,0
2023,Ubi Jalar,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,1259,0
2023,Ubi Jalar,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1261,0
2023,Ubi Jalar,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1262,0
2023,Ubi Kayu,Lumbir,3095.1,Tanaman Pangan,330201,171,1,1282,18.1
2023,Ubi Kayu,Wangon,52,Tanaman Pangan,330202,2,2,1296,26
2023,Ubi Kayu,Jatilawang,1582.29,Tanaman Pangan,330203,74,3,1275,21.382297297
2023,Ubi Kayu,Rawalo,176.85,Tanaman Pangan,330204,9,4,1290,19.65
2023,Ubi Kayu,Kebasen,876.49,Tanaman Pangan,330205,51,5,1278,17.186078431
2023,Ubi Kayu,Kemranjen,98,Tanaman Pangan,330206,5,6,1281,19.6
2023,Ubi Kayu,Sumpiuh,119,Tanaman Pangan,330207,7,7,1294,17
2023,Ubi Kayu,Tambak,198,Tanaman Pangan,330208,11,8,1295,18
2023,Ubi Kayu,Somagede,450,Tanaman Pangan,330209,25,9,1292,18
2023,Ubi Kayu,Kalibagor,1740.2,Tanaman Pangan,330210,77,10,1276,22.6
2023,Ubi Kayu,Banyumas,115.5,Tanaman Pangan,330211,7,11,1271,16.5
2023,Ubi Kayu,Patikraja,684.08,Tanaman Pangan,330212,41,12,1283,16.684878049
2023,Ubi Kayu,Purwojati,16.03,Tanaman Pangan,330213,1,13,1285,16.03
2023,Ubi Kayu,Ajibarang,544,Tanaman Pangan,330214,34,14,1270,16
2023,Ubi Kayu,Gumelar,1456,Tanaman Pangan,330215,91,15,1274,16
2023,Ubi Kayu,Pekuncen,197.78,Tanaman Pangan,330216,10,16,1284,19.778
2023,Ubi Kayu,Cilongok,6933.5,Tanaman Pangan,330217,245,17,1273,28.3
2023,Ubi Kayu,Karanglewas,1507.8,Tanaman Pangan,330218,57,18,1277,26.452631579
2023,Ubi Kayu,Sokaraja,656,Tanaman Pangan,330219,32,19,1291,20.5
2023,Ubi Kayu,Kembaran,0,Tanaman Pangan,330220,0,20,1280,0
2023,Ubi Kayu,Sumbang,143.5,Tanaman Pangan,330221,7,21,1293,20.5
2023,Ubi Kayu,Baturraden,0,Tanaman Pangan,330222,0,22,1272,0
2023,Ubi Kayu,Kedungbanteng,133.2,Tanaman Pangan,330223,8,23,1279,16.65
2023,Ubi Kayu,Purwokerto Selatan,61.5,Tanaman Pangan,330224,3,24,1287,20.5
2023,Ubi Kayu,Purwokerto Barat,18,Tanaman Pangan,330225,1,25,1286,18
2023,Ubi Kayu,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,1288,0
2023,Ubi Kayu,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,1289,0
